event_logo_url,event_name,event_start_date,event_end_date,event_venue,event_country,event_description,event_url,event_active_days,event_industry
https://foodnhotelasia.com/wp-content/uploads/2024/05/FHFB25_Homepage_Logo.png,FHA-Food & Beverage,2025-04-08,2025-04-11,,,"FHA-Food & Beverage is an annual event held every April. It focuses on the dynamic food and beverage sector, bringing together a diverse array of global suppliers and key buyers from Asia and beyond. This event is a hub for exploring the latest trends, innovations, and high-quality products in the F&B industry.",https://foodnhotelasia.com/,4,Other
https://gynecology.magnusconferences.com/uploads/logo/2nd-edition-of-global-conference-on-gynecology-womens-health-6207.png,2nd Edition of Global Conference on Gynecology & Women's Health,2024-10-17,2024-10-19,Best Western Plus Hotel & Conference Center,"Maryland, USA","The upcoming scientific gathering, ""2nd Edition of Global Conference on Gynecology and Women’s Health"" (Gynec 2024), organized by Magnus Group, is set to be a significant event. This Hybrid Event is scheduled to take place during October 17-19, 2024, in Baltimore, Maryland, USA, and virtually.",https://gynecology.magnusconferences.com/,3,"Professional Training and Coaching, Events Services, Truck Transportation, Pharmaceutical Manufacturing, Drug Stores & Pharmacies,  Retail, Investment Management, E-Learning Providers"
https://ieee-cas.org/files/ieeecass/cass-75_horizontal-color.svg,2024 IEEE International Conference on Multimedia and Expo,2024-07-15,2024-07-19,"Niagra Falls, Canada",,The IEEE International Conference on Multimedia and Expo for researchers in the field of multimedia.,https://ieee-cas.org/event/conference/2024-ieee-international-symposium-circuits-and-systems,5,Other
https://ieee-cas.org/files/ieeecass/cass-75_horizontal-color.svg,2024 IEEE International Conference on Multimedia and Expo,2024-07-15,2024-07-19,"Niagra Falls, Canada",,The IEEE International Conference on Multimedia and Expo is a premier forum for resear...,https://ieee-cas.org/event/symposium/2024-ieee-international-symposium-circuits-and-systems,5,Other
https://imapac.com/wp-content/uploads/elementor/thumbs/blwa-2025-qlpkss0huve4b6aok2exhf54mzvk2ul363p4plmv40.png,9th BioLogistics World Asia 2025,2025-03-12,2025-03-13,"Marina Bay Sands Expo & Convention Centre, Singapore",Singapore,The 9th BioLogistics World Asia 2025 is a one-of-a-kind symposium...,https://imapac.com/events/biologistics-world-asia/,2,Other
https://ispe.org/themes/custom/ispe/logo.svg,ISPE Singapore Conference & Exhibition 2024,2024-08-28,2024-08-30,Suntec Singapore,,One of the largest and most respected pharmaceutical manufacturing shows in Singapore for pharmaceutical and biomanufacturing professionals. The event highlights best practices and services from manufacturing facility design to finished product.,https://ispe.org/singapore-affiliate/events/ispe-singapore-conference-exhibition-2024,3,Other
https://mygfsi.com/wp-content/themes/consumer_goods_forum/assets/imgs/cgf-logo.svg,GFSI Conference,2025-03-31,2025-04-03,,,The annual rendezvous for everyone involved in advancing food safety and consumer trust worldwide.,https://mygfsi.com/events/gfsi-conference/,4,Other
https://oishii-world.com/wp-content/themes/foodjapan/static/img/logo2024.jpg,Food Japan 2024,2024-10-24,2024-10-26,Suntec Singapore,,"ASEAN Exhibition of Oishii Japanese F&B, Technology, and Services",https://oishii-world.com/en/,3,Other
https://qs.topuniversities.com/hubfs/raw_assets/public/QS%20Parent%20Theme/assets/qs_logo.svg,MBA and Master's Fair in Singapore,2024-08-17,2024-08-17,Carlton Hotel Singapore,,"Join Singapore's Premium Business School Tour, 17 August 2024: Discover World-Leading Business Schools!",https://qs.topuniversities.com/events/asia/singapore,1,Other
https://scholarsconferences.com/includes/img/logo.png,International Conference and Exhibition on Pharmaceutics and Drug Delivery Systems,2024-09-23,2024-09-24,Singapore,,"""Enlightening the recent advances in Drug Delivery Research and Nanomedicine""",https://scholarsconferences.com/pharmaceutics-drugdelivery-research/,2,Other
https://singaporefoodshows.com.sg/content/experience-fragments/singaporefoodshows/sg/en/site/header/master/_jcr_content/root/container/container_1082110446/container/image.coreimg.png/1716973741656/sfs-logo.png,World Food Fair,2024-07-04,2024-07-07,Singapore Expo Hall 4,,The annual World Food Fair is back for its 19th edition. One of the,https://singaporefoodshows.com.sg/world-food-fair/,4,Other
https://singaporefoodshows.com.sg/content/experience-fragments/singaporefoodshows/sg/en/site/header/master/_jcr_content/root/container/container_1082110446/container/image.coreimg.png/1716973741656/sfs-logo.png,Yummy Food Expo 2024,2024-08-29,2024-09-01,Singapore Expo,,A 4-day annual F&B consumer event showcasing food delectables,https://singaporefoodshows.com.sg/yummy-food-expo/,4,Other
https://themartechsummit.com/wp-content/uploads/2021/09/BEETc-Logo-min.png,The MarTech Summit Asia,2025-04-08,2025-04-09,Singapore,,"MarTech Revitalisation: Assemble, Synergise, Impact, Advance",https://themartechsummit.com/singapore/,2,Other
https://tradersfair.com/img/logo_23.svg,Traders Fair Singapore,2025-03-08,,"Marina Bay Sands Singapore, expo and convention centre",Singapore,"Traders Fair offers a dynamic and engaging series of educational and networking events that traverse Asia and beyond, providing invaluable opportunities for learning and professional connections on a global scale.",https://tradersfair.com/singapore/,1,Other
https://www.apidays.global/wp-content/uploads/2024/01/apidays-2024_logo-min.png,Apidays Singapore,2025-04-01,2025-04-01,The Arts House at The Old Parliament,,"Connecting Customers, Business and Technology",https://www.apidays.global/singapore/,1,Other
https://www.artsg.com/wp-content/uploads/2022/11/ARTSG_Logo_2023.png,ART SG,2025-01-17,2025-01-19,Marina Bay Sands,,Third edition of ART SG featuring leading international galleries,https://www.artsg.com/,3,Other
https://www.asiabusinessshow.com/cdn.asp.events/CLIENT_Business_DCF4FF16_FAB8_0D4B_807D8955A223D6D8/sites/TBSS-2023/media/TBS-Third-Logo-Asia-Dark.png,The Business Show Asia,2024-08-28,2024-08-29,Sands Expo & Convention Centre,,"Asia's Leading Event for Entrepreneurs, Business Owners and Startups",https://www.asiabusinessshow.com/,2,Other
https://www.asiainsurancereview.com/Portals/0/air.svg,11th Middle East Insurance Industry Awards 2024,2024-11-21,2024-11-21,Dubai,United Arab Emirates,"Theme: ""Unlocking China’s Potential, Resilience and Power in the World’s Insurance Landscape""",https://www.asiainsurancereview.com/Events/Home/Asia/lifesummit2024,1,Other
https://www.bex-asia.com/content/dam/sitebuilder/rxsg/bexasia/2024/new-bex-logo-transparent.png,BEX Asia,2024-09-04,2024-09-06,Marina Bay Sands,,The Built Environment Expo in Southeast Asia,https://www.bex-asia.com/,3,Other
https://www.bigdataworldasia.com/images/logo.png,Big Data & AI World Asia,2024-10-09,2024-10-10,"Marina Bay Sands Expo & Convention Centre, Singapore",,Premier event exploring the intersection of Big Data and AI,https://www.bigdataworldasia.com/,2,"Business Consulting and Services, Software,  Software Development,  Content & Collaboration Software,  Ad Network,  Search,  Software Development & Design,  Advertising,  Ads,  Artificial Intelligence,  Machine Learning,  Mobile,  Data and Analytics,  Android,  Science and Engineering,  Online Video,  Apps,  Blogging Platforms,  Content and Publishing,  Virtual Reality,  Media and Entertainment,  Collaboration,  Email,  Information Technology,  Internet Services,  Messaging and Telecommunications,  Enterprise Software,  Search Engine,  Video Streaming,  Video"
https://www.cleantech.com/wp-content/uploads/2023/03/CTF-Asia-2023-Logo.png,Cleantech Forum Asia,2025-05-06,2025-05-07,Sheraton Towers Singapore,,Cleantech Forum Asia connects professionals in the sustainable,https://www.cleantech.com/event/cleantech-forum-asia/,2,"Non-profit Organization Management, Government Administration, Online Media, Venture Capital and Private Equity Principals,  Finance General,  Business Development,  Web 2.0,  Finance,  Venture Capital,  Mobile,  Financial Services,  Gaming,  Lending and Investments,  CleanTech,  New Energy,  Semantic,  New Media,  Social Media,  Retail,  Automotive,  Bitcoin,  Internet of Things,  Payment Security,  Connected Home"
https://www.cloudexpoasia.com/images/logo.png,Cloud Expo Asia Singapore 2024,2024-10-09,2024-10-10,Marina Bay Sands,,Cloud Expo Asia is a leading technology event for enterprise solutions,https://www.cloudexpoasia.com/,2,"Law Enforcement, Software,  Software Development,  Content & Collaboration Software,  Ad Network,  Search,  Software Development & Design,  Advertising,  Ads,  Artificial Intelligence,  Machine Learning,  Mobile,  Data and Analytics,  Android,  Science and Engineering,  Online Video,  Apps,  Blogging Platforms,  Content and Publishing,  Virtual Reality,  Media and Entertainment,  Collaboration,  Email,  Information Technology,  Internet Services,  Messaging and Telecommunications,  Enterprise Software,  Search Engine,  Video Streaming,  Video, Graphic Design, Other, Book and Periodical Publishing,  Information Collection & Delivery,  EdTech,  Digital Reference Works,  Media & Internet,  Education,  Digital Education Products,  Software,  School Curriculum,  Publishing,  Mobile Educational Apps,  Content and Publishing,  Media and Entertainment, Information Technology & Services, Retail, Technology, Information and Internet, Government Administration, Fabricated Metal Products, Photography, Publishing,  Book and Periodical Publishing,  Media & Internet,  Content and Publishing,  Media and Entertainment, Book and Periodical Publishing,  Media & Internet General,  Media & Internet, Entertainment Providers,  Hospitality General,  Leisure Facilities,  Hospitality,  Other Commercial Services, TV,  Entertainment Providers,  Information Collection & Delivery,  Content,  Movies,  Media & Internet,  Media and Entertainment,  Celebs,  Video, IT Services and IT Consulting, Newspaper Publishing, Pharmaceutical Manufacturing, Online Audio and Video Media,  Media & Internet General,  Education,  Language,  Media & Internet,  Mobile,  Learning,  Technology, Software Development, Civic and Social Organizations"
https://www.sgpetfestival.com/wp-content/uploads/2024/01/logo-white-sgpetfestival.png,SG Pet Festival 2024,2024-08-02,2024-08-04,"Marina Bay Sands Singapore Convention Centre, Level 1, Hall A, B & C",,Step into the enchanting world of furry friends at the SG Pet Festival,https://www.clubpets.com.sg/sg-pet-festival/,3,Other
https://www.constellar.co/content/experience-fragments/constellar/sg/en/site/header/master/_jcr_content/root/container/image.coreimg.png/1677301200530/constellar-logo.png,Process Innovation Asia-Pacific,2024-11-19,2024-11-21,"Canton Fair Complex, Guangzhou",,,https://www.constellar.co/,3,Other
https://www.cybersecurityworldasia.com/cdn.asp.events/CLIENT_CloserSt_D86EA381_5056_B739_5482D50A1A831DDD/sites/CSWA-2023/media/branding/CSWA-White-wo-Dates.png,Cyber Security World Asia,2024-10-09,2024-10-10,Marina Bay Sands,,"PAVING THE WAY FOR THE FUTURE OF CYBERSECURITY. Cyber Security World Asia will return on 9-10th October 2024 at Marina Bay Sands, Singapore. With thousands of professionals, business leaders, and cybersecurity enthusiasts in attendance, the award-winning event offers a unique opportunity for networking and knowledge exchange. This expansive platform of professionals, thought leaders, and pioneering solution providers offers boundless opportunities to create partnerships, collaborate with peers, and future-proof your business. BE A PART OF THE COMMUNITY! Kicking-off our Call-for-Papers Campaign. Industry Thought Leaders, Join Us for this Edition!",https://www.cybersecurityworldasia.com/,2,"Entertainment Providers,  Hospitality General,  Leisure Facilities,  Hospitality,  Other Commercial Services, Pharmaceutical Manufacturing, Technology, Information and Internet, Non-profit Organizations, Software,  Software Development,  Content & Collaboration Software,  Ad Network,  Search,  Software Development & Design,  Advertising,  Ads,  Artificial Intelligence,  Machine Learning,  Mobile,  Data and Analytics,  Android,  Science and Engineering,  Online Video,  Apps,  Blogging Platforms,  Content and Publishing,  Virtual Reality,  Media and Entertainment,  Collaboration,  Email,  Information Technology,  Internet Services,  Messaging and Telecommunications,  Enterprise Software,  Search Engine,  Video Streaming,  Video, Software Development, Education Management,  Colleges & Universities,  Education, Other, Entertainment Providers, Legal Services, Staffing and Recruiting, Government Administration, Political Organizations, Newspaper Publishing"
https://www.designfairasia.com/wp-content/uploads/2024/04/find-logo.png,FIND-Design Fair Asia,2024-09-26,2024-09-28,"Level B2, Marina Bay Sands",,"Join Asia’s Leading Furniture, Interiors And Design Event.",https://www.designfairasia.com/,3,Other
https://www.digitalmarketing-conference.com/asia/wp-content/uploads/sites/3/2023/01/DMWF-Asia-2024-Logo.png,#DMWF Asia,2025-02-26,2025-02-27,Marina Bay Sands,,Exploring the Future of Digital Marketing Technologies,https://www.digitalmarketing-conference.com/asia/,2,"Software,  Software Development,  Business Intelligence (Bi) Software,  Analytics,  Search Engine Analysis,  Software Development & Design,  Data and Analytics,  Internet Marketing,  Content Marketing,  Competitive Analysis,  Sales and Marketing,  SEO/SEM,  Digital Marketing,  Market Research,  Design,  SaaS,  Search Engine,  Internet Services,  Semantic Search,  SEO,  Social Media Marketing, Public Relations and Communications Services, Motor Vehicle Manufacturing, Software Development,  Information Collection & Delivery,  Innovation,  Media & Internet,  Internet,  Technology,  Advertising,  Media,  Consumer Services,  Search,  User Experience,  Seo,  Online Advertising,  Internet Marketing, Market Research, Business Services,  Information Technology and Services, Software,  Software Development,  Content & Collaboration Software,  Ad Network,  Search,  Software Development & Design,  Advertising,  Ads,  Artificial Intelligence,  Machine Learning,  Mobile,  Data and Analytics,  Android,  Science and Engineering,  Online Video,  Apps,  Blogging Platforms,  Content and Publishing,  Virtual Reality,  Media and Entertainment,  Collaboration,  Email,  Information Technology,  Internet Services,  Messaging and Telecommunications,  Enterprise Software,  Search Engine,  Video Streaming,  Video, Other, Business Consulting and Services, Broadcast Media Production and Distribution,  Television Stations,  Media,  Broadcasting,  Sports,  Media & Internet, Content Marketing,  Internet,  Technology, Information and Internet,  Advertising & Marketing,  Advertising,  Business Services,  Sales and Marketing,  Marketing de Conteúdo,  Digital Marketing,  Marketing Digital,  Internet Services,  Marketing,  Marketplace,  Commerce and Shopping,  SaaS,  Software, Technology, Information and Internet, Events Services, Advertising Services, Design Services, Entertainment Providers,  Hospitality General,  Leisure Facilities,  Hospitality,  Other Commercial Services, IT Services and IT Consulting, Book and Periodical Publishing, Broadcast Media Production and Distribution, Software Development"
https://www.ecommerceexpoasia.com/images/logo.png,eCommerce Expo Asia,2024-10-09,2024-10-10,Marina Bay Sands Expo & Convention Centre,,"eCommerce Expo Asia provides a platform for businesses to discover cutting-edge solutions, forge meaningful connections, and gain valuable insights to thrive in the ever-evolving ecommerce ecosystem.",https://www.ecommerceexpoasia.com/,2,"Advertising Services, Book and Periodical Publishing, Government Administration,  Cities, Towns & Municipalities General,  Cities, Towns & Municipalities, Higher Education"
https://www.geoconnectasia.com/templates/geoconnectasia2024/images/2025_GCA__Lockup 3-Full Colour_GCA Lockup 3-Full Colour.svg,Geo Connect Asia,2025-04-09,2025-04-10,Sands Expo & Convention Centre,,Delivering sustainable solutions for the built environment,https://www.geoconnectasia.com/digital-construction-asia,2,Other
https://www.industrial-transformation.com/adobe/dynamicmedia/deliver/dm-aid--6ae1b614-f9f2-48e3-b5c6-66c4713b15cc/group-18365-2x.png?preferwebp=true&quality=85,Industrial Transformation ASIA-PACIFIC 2024,2024-10-14,2024-10-16,Singapore EXPO,Singapore,"Constellar convenes businesses, curates ideas and creates opportunities for sustainable business growth.",https://www.industrial-transformation.com/,3,"Automation Machinery Manufacturing, Manufacturing, Other, Hospitals and Health Care, Information Technology & Services, Cities, Towns & Municipalities,  Government Administration,  Education,  Employment Law Enforcement,  Alternative Dispute Resolution,  Government,  Mediation - Alternative Dispute Resolution,  Human Resources,  Government and Military,  Training and Technical Assistance,  Technical Support,  Outreach and Education, Renewable Energy Power Generation, Events Services, Government,  Government Administration,  Government and Military,  National Security,  Security,  Privacy and Security, Higher Education, Airlines and Aviation, Government Administration, Research Services, Computer Software,  Industrial Machinery & Equipment,  Enterprise Asset Management,  Internet,  Manufacturing,  IT/OT Convergence,  Utilities,  Mobile Workforce Management,  Electrical/Electronic Manufacturing,  Energy Markets,  Utilities - Generation, Transmission & Distribution,  Mining,  Outage Lifecycle Management,  Predictive Analytics,  Process Safety Managment,  Asset Performance Management, Semiconductors, Consumer Electronics, Wellness and Fitness Services, IT Services and IT Consulting, Business Services,  Software Development & Design,  Software, Legislative Offices, Manufacturing General,  Industrial Supplies and Parts,  Manufacturing, Food and Beverage Services,  Food and Beverage,  Beverages,  Organic Food, Online Audio and Video Media,  Media & Internet General,  Education,  Language,  Media & Internet,  Mobile,  Learning,  Technology, International Trade and Development, Non-profit Organizations, Industrial Machinery Manufacturing, Software Development"
https://www.issworldtraining.com/images/Banner8.gif,ISS World Asia,2024-09-03,2024-09-05,,,"ISS World Asia is the world's largest gathering of Regional Law Enforcement, Intelligence and Homeland Security Analysts, Telecoms as well as Financial Crime Investigators responsible for Cyber Crime Investigation, Electronic Surveillance and Intelligence Gathering. ISS World Programs present the methodologies and tools for Law Enforcement, Public Safety, Government and Private Sector Intelligence Communities in the fight against drug trafficking, cyber money laundering, human trafficking, terrorism and other criminal activities conducted over today's telecommunications network, the Internet and Social Media.",https://www.issworldtraining.com/ISS_AP/,3,Other
https://www.itb-asia.com/resources/ck/images/logo.png,ITB Asia,2024-10-23,2024-10-25,Marina Bay Sands,Singapore,Asia's leading travel trade show,https://www.itb-asia.com/,3,Other
